class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16
283133506775,0.7176257371902466,-0.6151215434074402,0.9988953471183777,0.45748084783554077,0.7165300846099854,-0.6013532876968384,0.9990741014480591,0.4415650963783264,0.7146469354629517,-0.6011384725570679,0.9989436268806458,0.426156610250473,0.7126882076263428,-0.6016923189163208,0.9991209506988525,0.5659044981002808,0.740502119064331,-0.27513760328292847,0.9987712502479553,0.4154048562049866,0.7371459603309631,-0.21314997971057892,0.9992651343345642,0.5116769075393677,0.8347916007041931,-0.5186220407485962,0.9969853758811951,0.45542269945144653,0.8354642391204834,-0.5032970309257507,0.9983307123184204,0.6879989504814148,0.9647735357284546,-0.15079563856124878,0.9439382553100586,0.30499905347824097,0.9685098528862,-0.06122807785868645,0.973360002040863,0.758391261100769,1.252742052078247,-0.7084450721740723,0.3476199209690094,0.22187134623527527,1.3762621879577637,-0.6142040491104126,0.5745367407798767,0.6438432931900024,0.8908679485321045,-1.1309046745300293,0.7917788624763489,0.33376985788345337,1.1670689582824707,-1.351140022277832,0.741345226764679
1,0.5944855809211731,0.7976508736610413,-0.8456224203109741,0.9996686577796936,0.6363436579704285,0.7710977792739868,-0.7826389074325562,0.9994029402732849,0.6493431329727173,0.7824190855026245,-0.7827135920524597,0.9992510080337524,0.6610989570617676,0.7920837998390198,-0.7825874090194702,0.9990706443786621,0.5960613489151001,0.7315259575843811,-0.8046862483024597,0.9996147155761719,0.5839492678642273,0.7178004384040833,-0.8042634725570679,0.9996209740638733,0.5726624727249146,0.7051424384117126,-0.8048195838928223,0.9996795654296875,0.6572889685630798,0.8003877401351929,-0.3891018331050873,0.9987691640853882,0.546087920665741,0.7090537548065186,-0.4872981607913971,0.9998053312301636,0.5897079110145569,0.8521096706390381,-0.6965919733047485,0.999344527721405,0.5436826944351196,0.8064800500869751,-0.7273386716842651,0.9998227953910828,0.6972653269767761,0.991127610206604,-0.19645701348781586,0.9864326119422913,0.320290744304657,0.965142011642456,-0.23053260147571564,0.9949370622634888,0.8995952606201172,1.0890564918518066,-0.6114578247070312,0.6103718876838684,0.20258298516273499,1.3443015813827515,-0.18811391294002533,0.4501325488090515,0.822407066822052,0.8016788959503174,-1.1494863033294678,0.7506470084190369,0.21478763222694397,1.6258634328842163,-0.5287216305732727,0.3320479691028595
1,0.43225425481796265,0.83204585313797,-0.7558762431144714,0.9995211362838745,0.44717326760292053,0.7619073390960693,-0.7414034605026245,0.9992546439170837,0.4645584225654602,0.7530834078788757,-0.7415693402290344,0.9993221759796143,0.4826253354549408,0.7442356944084167,-0.7420646548271179,0.9993122220039368,0.4048469662666321,0.7825498580932617,-0.709187388420105,0.9990459680557251,0.3918992877006531,0.7868931889533997,-0.7083077430725098,0.9989069700241089,0.37989193201065063,0.7902920246124268,-0.7084823846817017,0.9987865686416626,0.5268582105636597,0.7352027297019958,-0.42944201827049255,0.9995246529579163,0.3870476484298706,0.786995530128479,-0.2550089359283447,0.999038577079773,0.48134827613830566,0.8609520792961121,-0.6249677538871765,0.9992713332176208,0.42547351121902466,0.8818699717521667,-0.5777379274368286,0.998954713344574,0.7122005820274353,0.9733108878135681,-0.1942226141691208,0.9897618293762207,0.33651891350746155,0.9810949563980103,-0.052134472876787186,0.9916557669639587,0.8423898816108704,1.2779994010925293,-0.3008180260658264,0.2684648334980011,0.14759062230587006,1.1186192035675049,-0.5541948080062866,0.6098251342773438,0.8646232485771179,1.462970495223999,-0.5609745979309082,0.16031047701835632,0.13290366530418396,0.8629851937294006,-1.4416556358337402,0.6091215014457703
1,0.44703635573387146,0.6896235346794128,-0.26518476009368896,0.9979099631309509,0.44155892729759216,0.663149893283844,-0.26103243231773376,0.9972758293151855,0.44899982213974,0.6647055745124817,-0.2613600790500641,0.9972366094589233,0.4574449956417084,0.667244017124176,-0.2615493834018707,0.997754693031311,0.41858601570129395,0.6696277856826782,-0.2427867352962494,0.996491014957428,0.41107994318008423,0.6750019788742065,-0.24283814430236816,0.9957793951034546,0.46259862184524536,0.6696192622184753,-0.24361026287078857,0.9962869882583618,0.4941525459289551,0.7034264206886292,-0.14546893537044525,0.9978238940238953,0.4157349169254303,0.7286856770515442,-0.061422985047101974,0.995297372341156,0.4770435690879822,0.7284045815467834,-0.21188294887542725,0.9971006512641907,0.44401001930236816,0.7322475910186768,-0.1883334070444107,0.9957971572875977,0.6568142175674438,0.9308176040649414,-0.060959022492170334,0.984063982963562,0.3746052384376526,0.9420298337936401,-0.030341899022459984,0.9636622667312622,0.8078227043151855,1.1678887605667114,-0.3249998688697815,0.22239190340042114,0.3126140236854553,1.172439694404602,-0.283851683139801,0.11443807184696198,0.8197161555290222,0.8723949790000916,-0.4609505534172058,0.3417268991470337,0.3584323823451996,1.0083776712417603,-0.6575822234153748,0.12837307155132294
1,0.4758079946041107,0.7500447630882263,-0.3762616515159607,0.9996638894081116,0.49082517623901367,0.7129793763160706,-0.3425198495388031,0.9994820356369019,0.5038835406303406,0.7141369581222534,-0.3424406051635742,0.9994851350784302,0.5193002820014954,0.7153623104095459,-0.3425094187259674,0.9995346665382385,0.463062047958374,0.7159157395362854,-0.3167852759361267,0.9994982481002808,0.45280203223228455,0.6843217611312866,-0.3162657618522644,0.9994770884513855,0.44211333990097046,0.6815680265426636,-0.31695038080215454,0.9995555281639099,0.5526598691940308,0.7388906478881836,-0.0983668714761734,0.9994876980781555,0.4518733620643616,0.7535029649734497,0.01927463710308075,0.9994209408760071,0.503831148147583,0.7901650667190552,-0.28542041778564453,0.9991344809532166,0.472548246383667,0.7930145263671875,-0.2559639513492584,0.9990799427032471,0.6820279359817505,0.979481041431427,-0.046622537076473236,0.9700115919113159,0.34488487243652344,0.9860098361968994,0.12959568202495575,0.9875009059906006,0.8011527061462402,1.0873265266418457,-0.33806389570236206,0.3190799057483673,0.10153485834598541,0.9567199945449829,-0.15318311750888824,0.5814332365989685,0.8053998947143555,0.8807611465454102,-0.5317152738571167,0.5022538900375366,0.06713195890188217,0.9155215620994568,-0.639350414276123,0.7122372388839722
1,0.6528852581977844,0.7354469299316406,-0.4868262708187103,0.9998820424079895,0.6728633642196655,0.716220498085022,-0.42890673875808716,0.9997879266738892,0.6817290782928467,0.7245968580245972,-0.4283820688724518,0.9997379183769226,0.6908616423606873,0.733817458152771,-0.4280070662498474,0.9997071027755737,0.6433374881744385,0.696577787399292,-0.4687417149543762,0.9998782277107239,0.6315622329711914,0.6909230947494507,-0.4682844281196594,0.9998801350593567,0.6198965311050415,0.685637891292572,-0.4687241017818451,0.9998982548713684,0.6773375868797302,0.763576328754425,-0.14502663910388947,0.999634325504303,0.5851756930351257,0.7037125825881958,-0.3206663429737091,0.9999142289161682,0.6477009654045105,0.7927001714706421,-0.38544273376464844,0.9997932314872742,0.6091396808624268,0.7606905102729797,-0.43709054589271545,0.9999278783798218,0.7122207283973694,0.9929882884025574,-0.06461407244205475,0.9955348968505859,0.3463854193687439,0.9481726884841919,-0.237613245844841,0.9990888833999634,0.930513858795166,1.0607808828353882,-0.3608383238315582,0.3076537847518921,0.22419357299804688,1.2997592687606812,-0.15235403180122375,0.4839726984500885,0.9522976875305176,0.7784682512283325,-0.7456670999526978,0.4090610444545746,0.20638088881969452,1.5512263774871826,-0.210545614361763,0.3050100803375244
1,0.6122218370437622,0.7173344492912292,-0.5811775922775269,0.9993385672569275,0.6294236779212952,0.699598491191864,-0.5204378366470337,0.9984176158905029,0.6391555070877075,0.7090628147125244,-0.5202914476394653,0.9983259439468384,0.6487908363342285,0.719366192817688,-0.5202659964561462,0.9976604580879211,0.5989528894424438,0.6797496676445007,-0.5564579963684082,0.9990485906600952,0.58734530210495,0.6755431890487671,-0.556048572063446,0.9992837309837341,0.575442373752594,0.6723940968513489,-0.5565358400344849,0.9993122220039368,0.6423077583312988,0.7560449838638306,-0.20438846945762634,0.9970548748970032,0.5414599180221558,0.702491044998169,-0.3593997657299042,0.999497652053833,0.615399956703186,0.7735617756843567,-0.46637940406799316,0.9987149834632874,0.5727514028549194,0.7533286809921265,-0.5117954015731812,0.9995371103286743,0.6978005170822144,0.9876675009727478,-0.07958497107028961,0.988673210144043,0.3349960446357727,0.9593183994293213,-0.2571805715560913,0.9973366260528564,0.8899461030960083,1.0887755155563354,-0.25138312578201294,0.20373037457466125,0.20514635741710663,1.33122718334198,-0.24388721585273743,0.5458810329437256,0.8922618627548218,0.9897907376289368,-0.5451350808143616,0.28197935223579407,0.2094896286725998,1.5953181982040405,-0.4575168192386627,0.2696530520915985
1,0.38739335536956787,0.8633836507797241,-1.037888526916504,0.9983190894126892,0.40334123373031616,0.7875932455062866,-1.0268467664718628,0.9981158375740051,0.41878843307495117,0.7767749428749084,-1.0267831087112427,0.9985166192054749,0.4358251094818115,0.7659023404121399,-1.026902198791504,0.9981192350387573,0.3689058721065521,0.8104158639907837,-0.9832056164741516,0.9975950717926025,0.3594927489757538,0.8139135837554932,-0.9830049276351929,0.9974228143692017,0.35081928968429565,0.8167561888694763,-0.9829452633857727,0.9968866109848022,0.49402761459350586,0.7551224827766418,-0.7368711233139038,0.998993992805481,0.37879490852355957,0.8050758242607117,-0.5338373780250549,0.998726487159729,0.43467265367507935,0.888482391834259,-0.8992149233818054,0.9973170757293701,0.3968806266784668,0.9067527055740356,-0.8403283357620239,0.996580183506012,0.6932248473167419,0.9645756483078003,-0.47036856412887573,0.9612377882003784,0.31387951970100403,0.991028368473053,-0.20345072448253632,0.9079298377037048,0.8765851259231567,1.0942977666854858,-1.029710292816162,0.5057636499404907,0.17981301248073578,1.1755845546722412,-0.32962122559547424,0.16024909913539886,0.9015121459960938,0.6778641939163208,-1.4999868869781494,0.5515421032905579,0.20298567414283752,0.9821585416793823,-0.6979061961174011,0.14002560079097748
1,0.3639173209667206,0.7772567272186279,-0.39708608388900757,0.99928218126297,0.3715311288833618,0.7164490222930908,-0.411120742559433,0.9988242983818054,0.3832274079322815,0.7036970853805542,-0.41119223833084106,0.999056875705719,0.3960077166557312,0.6908783316612244,-0.41147464513778687,0.9990386366844177,0.3401251435279846,0.7518612742424011,-0.3546209931373596,0.9986132979393005,0.33039796352386475,0.7631598711013794,-0.35387906432151794,0.9986810684204102,0.3208349049091339,0.7736732959747314,-0.35433846712112427,0.9985853433609009,0.4474319815635681,0.6959425806999207,-0.3345907926559448,0.9993140697479248,0.34479910135269165,0.7774680852890015,-0.05254930257797241,0.9987114667892456,0.41305527091026306,0.7907313704490662,-0.36069297790527344,0.9991152286529541,0.3730403482913971,0.8303663730621338,-0.2798038721084595,0.9985399842262268,0.6857587695121765,0.9558711647987366,-0.2202521562576294,0.9938004016876221,0.3125976324081421,1.0064547061920166,-0.0211833193898201,0.9895851016044617,0.8218356370925903,1.2975836992263794,-0.2694365978240967,0.11213470995426178,0.22884885966777802,1.3737972974777222,0.024276364594697952,0.06300626695156097,0.8602254986763,1.49478280544281,-0.34652698040008545,0.07862918823957443,0.22622542083263397,1.6173169612884521,-0.26742929220199585,0.030177105218172073
1,0.35342544317245483,0.7251792550086975,-0.38295942544937134,0.9997780323028564,0.36630991101264954,0.6702211499214172,-0.3997015655040741,0.9996179342269897,0.37890371680259705,0.6645567417144775,-0.3996654152870178,0.9996985793113708,0.3927711546421051,0.6584806442260742,-0.3998158872127533,0.9997045993804932,0.3360748887062073,0.6899583339691162,-0.33339765667915344,0.9995375275611877,0.32765036821365356,0.6979774236679077,-0.3325842320919037,0.9995626211166382,0.3195182681083679,0.7055715322494507,-0.33295804262161255,0.999537467956543,0.45480433106422424,0.6796470880508423,-0.3733961582183838,0.9997748136520386,0.3458161950111389,0.7273900508880615,-0.03070375695824623,0.999542772769928,0.39563605189323425,0.7569219470024109,-0.3612655997276306,0.9996798634529114,0.3567929267883301,0.7810399532318115,-0.267595112323761,0.999434769153595,0.6787644028663635,0.955708920955658,-0.2826001048088074,0.9971638321876526,0.3024355471134186,0.9958376288414001,0.0034958403557538986,0.9949491620063782,0.8264905214309692,1.2936785221099854,-0.326867014169693,0.12957482039928436,0.2126161754131317,1.3562018871307373,0.09627144038677216,0.05965140089392662,0.8568932414054871,1.5696158409118652,-0.41967564821243286,0.08392010629177094,0.21504712104797363,1.642035722732544,-0.18369658291339874,0.033797487616539
